The World in Six Songs: How(-)the Musical Brain Created Human Nature	890.9300006613398,2958.4241024755333
Music, The Brain, And Ecstasy: How(-)Music Captures Our Imagination	711.430646522937,3052.6920836972113
Music and(-)the Mind	715.7757466454048,2959.2559818281375
The Singing Neanderthals: The Origins of(-)Music, Language, Mind, and Body	803.4684159326395,3065.591660080013
The First(-)Man	2271.1457906616915,2709.3054504571896
The Fifth(-)Mountain	4628.887236338932,2499.138021858463
The Valkyries	4764.195570052871,2400.376446000971
Brida: A(-)Novel	4523.817978662839,2264.3388473767163
Eleven Minutes: A(-)Novel	4498.650552786583,2518.79995216696
The Zahir: A Novel(-)of Obsession	4460.829014218951,2421.6177409837223
The Servant-Leader Within: A(-)Transformative Path	2683.7320306733577,3180.846577045339
Focus on Leadership: Servant-Leadership(-)for the 21st Century	2763.157613882731,3165.290057544806
Moral Intelligence: Enhancing Business Performance(-)and Leadership Success	2721.2505611505317,3095.3207917038962
The Congruent Life: Following the Inward Path(-)to Fulfilling Work and Inspired Leadership	2638.0703929631336,3109.9132139336107
Gertrude: A(-)Novel	2579.721226174149,2866.328397260523
Catharine: and Other(-)Writings	3203.8785035826245,1372.357781564927
To the(-)Lighthouse	2660.983720360691,2872.4725186588457
A Room of(-)One's Own	3055.2220606852757,2735.2868230431877
A Portrait of the Artist as(-)a Young Man	2636.422434294503,2517.5026290382143
Between the(-)Acts	2542.9863771086857,2291.9363772280353
The Years(-)	2603.7395477148816,2276.2899833283295
Jacob's Room	2546.4752449417774,2356.502536101015
The Hours	2596.1719866958533,2365.9091186859
Orlando	2630.802227669247,2320.9120785202163
On Beauty	1668.1801843357669,2338.3030725402496
The Remains of(-)the Day	1678.9568647257902,2466.427774328853
David Copperfield(-)	3251.884981246798,1663.4945075226094
Bleak House	3547.089522227237,1456.700768574189
A Tale of Two(-)Cities: 150th Anniversary	3030.291743271063,1725.881276066398
Twilight: Director's Notebook: The Story of How We Made the(-)Movie Based on the Novel by Stephenie Meyer	4395.399410394574,1039.0643060491773
Twilight: The(-)Score	4421.13423197017,1119.5435923142766
The Twilight(-)Saga Collection	4286.5528249503905,1041.8985955572884
Chosen	4468.218421877787,638.4320782061966
Untamed	4453.726876099209,743.3819422369542
Hunted	4242.409531239506,817.4566141791147
Vampire Academy(-)	4542.970786289018,785.8401173880709
The Marx-Engels(-)Reader:	2683.6059138548617,4048.7509697667588
No Longer(-)at Ease	2109.7279214855726,2099.1181575587443
Chinua Achebe's Things Fall_(-)Apart	2546.362682448705,2175.833215511963
Understanding Things Fall Apart:(-)Selected Essays and Criticisms	2355.2199240434866,2282.8768357268286
Warning to(-)the West	3828.9668547496926,2193.3998622073773
The Gulag Archipelago 1918-1956 Abridged: An(-)Experiment in Literary Investigation	3690.4497204445493,2181.757745378391
The Gulag Archipelago: 1918-1956, An Experiment(-)in Literary Investigation III - IV	3370.4005483776427,2118.0697648280766
Gulag: A(-)History	3800.503570832554,1984.6544776138323
In the First Circle:(-)A Novel	3772.7908235331533,2262.5764171580895
Heart of(-)a Dog	3200.347556916626,2168.489512441596
We	2873.5141601432715,1986.6386616573277
The Collected Tales of(-)Nikolai Gogol	2384.6322884523674,2436.621305376807
Sir Gawain and the Green(-)Knight, Pearl, Sir Orfeo	3098.7864032520106,3204.4814615504793
Sir Gawain and the(-)Green Knight	2991.679352208827,2970.370286110602
The Enchantress of Florence:(-)A Novel	1530.8436034954743,2201.4878826263935
Shalimar the Clown:(-)A Novel	1506.688950112927,2408.8933369678966
Shame: A(-)Novel	1596.4389812573643,2389.674200038481
Infidel	907.1629204406473,2317.0966858061897
The Ground Beneath Her(-)Feet: A Novel	1576.8412612480179,2306.701533314166
The 5000 Year Leap: A Miracle(-)That Changed the World	3675.102549140243,3024.965363278306
Atlas Shrugged	3288.592578263624,2608.038447997542
The Real George(-)Washington	3939.39218259639,3067.2709221462515
Common Sense, The Rights of Man and Other(-)Essential Writings of Thomas Paine	3954.194838472844,3147.8895290342607
Power to(-)the People	3337.4957344428854,3084.411668078011
If Democrats Had Any(-)Brains, They'd Be Republicans	3510.285367857102,3222.1010856853377
Surrender Is Not an Option: Defending(-)America at the United Nations	3565.5351291400325,3032.6701027622858
The Forgotten Man: A New History(-)of the Great Depression	3630.8598092466036,2950.0908285334763
Guilty: Liberal Victims and(-)Their Assault on America	3628.0167332969713,3202.63266697209
Liberal Fascism: The Secret History of the American(-)Left, From Mussolini to the Politics of Meaning	3723.468200562752,3108.586638392891
Grace: A(-)Novel	2484.3972549872847,2569.806671191635
Do the Right Thing: Inside the Movement That's(-)Bringing Common Sense Back to America	3376.4409865000844,3135.741161026352
Trading Twelves: The Selected Letters of(-)Ralph Ellison and Albert Murray	1704.219993553813,502.76833275299316
Living with Music: Ralph(-)Ellison's Jazz Writings	1794.4564658888928,699.6904219022304
Shadow and(-)Act	1907.2217108019083,686.8274101352499
Going to(-)the Territory	1947.5430187513266,726.1806342343314
Spark Notes The Adventures(-)of Huckleberry Finn	2252.4254377484212,1198.2907141531093
Spark Notes The(-)Scarlet Letter	2250.9822103790502,1291.9378726758187
Animal Farm(-)and 1984	2719.9676921361443,1981.2459126805595
Island	2243.3776586158547,1723.6872513846706
Dr. Jekyll & Mr.(-)Hyde	2627.5081154296745,1713.7420950069532
The Short Stories of F. Scott(-)Fitzgerald: A New Collection	2141.954696696044,1359.0180187975195
Islands in the Stream(-): A Novel	1958.198487741667,1246.2716798000615
Medea and Other(-)Plays	2350.817650505127,3112.0674980526887
Plutarch's Lives Volume(-)1	1878.5423466490543,4076.4187435489334
Plutarch's Lives, Volume(-)2	1754.031322154813,4117.698282651646
The Annals: The Reigns of Tiberius,(-)Claudius, and Nero	2004.105865678319,4188.673349918662
The Rise of the(-)Roman Empire	1816.035364983431,4549.137370740953
The Civil(-)War	1942.8142938466015,4157.57562453873
The Twelve(-)Caesars	1961.6899083267758,4330.846650527259
Paradise Lost and Paradise(-)Regained	2845.020035260945,3080.9523237490303
The Prince	3001.571069730529,3963.0515346667294
The Dore Illustrations for(-)Dante's Divine Comedy	3082.5680474657383,3713.787728147113
A Modern Reader's Guide to(-)Dante's the Divine Comedy	2885.9481155627964,3661.0182931733716
Heroes, Gods and Monsters(-)of the Greek Myths	1855.3745130404332,3029.6343888663855
The Dictionary of(-)Classical Mythology	2020.9143888458254,2895.609833147932
The Complete World of(-)Greek Mythology	2002.2772911599773,3161.994561139274
D'Aulaires' Book of(-)Greek Myths	1543.619727278164,3246.058721501299
How to Read Novels Like a Professor: A(-)Jaunty Exploration of the World's Favorite Literary Form	2148.205657742377,1600.7772482960709
Voice Lessons: Classroom Activities to Teach(-)Diction, Detail, Imagery, Syntax, and Tone	2507.4130425796234,1333.6744133980487
Reading Like a Writer: A Guide for People Who Love(-)Books and for Those Who Want to Write Them	2517.3255570347774,1485.862376344703
Politics	2967.9972881250446,4315.287160712068
The Communist(-)Manifesto	3135.76212402734,4222.391148514342
Nicomachean Ethics	2748.9501893176703,4397.251932787894
The Wealth of(-)Nations	3328.983839428307,4059.9281872907936
Leviathan	3071.0503348429297,4476.467422377808
The Daodejing(-)of Laozi	1889.2426528362314,3693.593364885195
Meditations on First Philosophy: In Which the Existence of God and(-)the Distinction of the Soul from the Body Are Demonstrated	2612.966125622764,4529.721245057693
Introductory Lectures(-)on Psychoanalysis	2204.2613973760426,4119.227704712582
The Epic of(-)Gilgamesh	2095.274419117219,3958.9928860132277
Paradise_	2912.807967779602,3984.955013657516
Purgatorio	2720.6923485121974,3696.8478467381283
St. Augustine(-)Confessions	2685.3369627908637,3922.493178935875
Paradiso	2682.4604976481664,3752.444648594894
The War with Hannibal: The History of Rome(-)from Its Foundation, Books XXI-XXX	1636.4406073857126,4727.384837821142
The Fall of the Roman(-)Republic: Six Lives	1825.2342123489918,4628.42531766662
Rome and the Mediterranean: Books XXXI-XLV of the(-)History of Rome from its Foundation	1740.7985545786355,4714.977532181605
Euripides I: Alcestis, The Medea,(-)The Heracleidae, Hippolytus	2166.9661113132233,4522.195553446149
Greek Tragedies,(-)Volume 1	2143.264762623104,3773.353643831972
Euripides V: Electra, The Phoenician(-)Women, The Bacchae	2218.8678661134227,4675.352186153756
Aeschylus II: The Suppliant Maidens and The Persians,(-)Seven against Thebes and Prometheus Bound	2082.8811209864334,4572.510108647115
Sophocles II: Ajax, The Women of(-)Trachis, Electra & Philoctetes	2153.3735505111863,4629.359591239045
The Last Days of(-)Socrates	2448.9078009935315,4129.433772514648
All's Well That Ends(-)Well	3197.845572498372,2738.959595888573
King Henry IV, Part(-)2	3438.295505636814,2556.2756936810683
Ulysses	2857.945131402882,2721.157409679467
The Second(-)Sex	3018.482070342177,3190.1979185728087
The Feminine(-)Mystique	3823.384365190225,2793.93148741472
Moments of(-)Being	2795.5727714341083,2631.3953421531587
Dubliners	2767.472903544889,2544.9391429658654
Finnegans Wake(-)	2712.756374395621,2624.7475542467337
Never Let(-)Me Go	1471.3523997540656,2230.9588738659627
Howards End(-)	2183.6725047632244,2518.9112739835587
The History of Love:(-)A Novel	1216.946441241259,2373.3214434756187
Saturday	1369.636805376961,2499.6077140383827
The English(-)Patient	1321.8962912828856,2555.982727984347
Little Dorrit(-)	3477.158554907901,1562.5249768524707
Our Mutual(-)Friend	3641.789792062022,1282.5167921382176
Middlemarch	3864.2549719113276,1386.9082377949435
The Pickwick(-)Papers	3668.2770063706052,1212.455555513182
Dombey and(-)Son	3713.5668235306885,1315.8753108003793
Frostbite	4542.678454849917,702.528016842788
Shadow Kiss(-)	4395.743419816954,658.4618835169391
Spark Notes Crime(-)and Punishment	2199.583882466464,2102.4555921227243
The Division of Labor(-)in Society	2606.5618198738894,4166.676804459846
From Max Weber: Essays(-)in Sociology	2660.6399125152284,4206.248942787211
Basic Political(-)Writings	2905.0400216113835,4423.284242532237
Second Treatise(-)of Government	2993.6308029484767,4419.988392507405
Discipline & Punish: The(-)Birth of the Prison	2966.349976961913,3643.2622585433533
Arrow of(-)God	2026.2073470330117,2098.978038259402
A Man of(-)the People	1930.4881733759453,2024.1796472039307
Anthills of(-)the Savannah	1906.8476476996025,2161.98945628578
Girls at(-)War	2050.7595874366684,2161.0130056864014
The Good(-)Earth	2410.2625512305453,2001.521861891455
The Solzhenitsyn Reader: New(-)and Essential Writings, 1947-2005	3692.5338790915703,2047.6119764528037
We Never Make Mistakes:(-)Two Short Novels	3800.4394142382075,2110.6986072174986
The Gulag Archipelago, 1918-1956: An Experiment(-)in Literary Investigation, Parts V-VII	3322.662534848379,2202.100308321729
The Gulag Archipelago(-)1918-1956 I-II	2865.6791266655086,2158.135201459882
Man Is Wolf to(-)Man: Surviving the Gulag	3613.684154652771,1897.2935533832383
Stalin: The Court of(-)the Red Tsar	4110.791541391842,1844.391479120514
Khrushchev: The Man and(-)His Era	4132.194507536794,1989.665399227693
August 1914	3633.027801254009,2247.087559386685
White Guard	3080.615237602936,2160.395976393578
The Twelve(-)Chairs	3493.5222924655177,2313.4832659065974
Journey into the(-)Whirlwind	3472.548213700724,1987.7675246734257
Stories of(-)Anton Chekhov	2104.6649883749988,2498.70572267233
Dead Souls:(-)A Novel	2317.6906700030636,2456.886809906562
Paradise Lost(-)	2969.5098781238,3494.9577271243197
Divine Comedy:(-)Inferno	2655.848638089365,3419.7601138791792
Saint George and(-)the Dragon	3028.260488385712,3325.6579657844336
One Thousand and One(-)Arabian Nights	3091.5212429496214,3312.7183649058334
The Adventures of Robin(-)Hood	2964.56743293746,3373.3546393130287
Shakespeare Stories	3036.291194197877,3401.2565589173655
The Song of(-)Roland	3217.141553462244,3320.6254641111823
Beowulf: A(-)New Telling	3103.114072326656,3390.0312670389267
Le Morte D'Arthur: The(-)Winchester Manuscript	3127.5603798942,3098.6421474939443
Haroun and the Sea(-)of Stories	1773.9123552673764,2314.394263688071
The Caged Virgin: An Emancipation Proclamation(-)for Women and Islam	732.244245443115,2325.625170674289
While Europe Slept: How Radical Islam(-)is Destroying the West from Within	754.9161947738452,2379.0531128072207
The Fountainhead	3604.016735064039,2804.462054160298
The Real Benjamin(-)Franklin	3829.034947435671,3067.8859062557617
The Real Thomas(-)Jefferson	3870.0555500099576,2990.556838802759
The Federalist(-)Papers	3905.2483973707376,3237.246605536302
The Constitution of the United States of America, with the Bill of Rights and(-)all of the Amendments; The Declaration of Independence; and the Articles of Confederation	3834.8737485326615,3145.435300768281
Fleeced: How Barack Obama, Media Mockery of Terrorist Threats, Liberals Who Want to Kill Talk Radio, the Do-Nothing Congress, Companies(-)That Help Iran, and Washington Lobbyists for Foreign Governments Are Scamming Us ... and What to Do About It	3539.488649192845,3310.4766110332816
Godless: The Church(-)of Liberalism	3639.3905428177222,3314.0534294891577
A Slobbering Love Affair:(-)The True	3695.91665021572,3245.520137834536
A Bold Fresh Piece(-)of Humanity	3467.9391042958396,3134.829595522419
Economic Facts(-)and Fallacies	3803.1319483257444,3259.5138629257594
Lenin, Stalin, and Hitler: The Age(-)of Social Catastrophe	3778.562971733746,2991.120898877011
The Doors of Perception and(-)Heaven and Hell	2000.5786117427272,1654.6681654079086
The Perennial(-)Philosophy	2200.4731835054604,1777.3704286715133
The Essential Homer: Selections from the(-)Iliad and the Odyssey	1957.6012224457081,3807.2306509716987
The Aeneid of(-)Virgil	2504.379331206789,3872.6614882487984
Anthology Of Classical Myth: Primary Sources in Translation : with Additional Translations by Other(-)Scholars and an Appendix on Linear B sources by Thomas G. Palaima	2067.5037221681005,3789.325255750393
Classical Mythology	2194.4448515449435,3657.4013139553235
The Bhagavad(-)Gita	2485.716524023328,3711.3925636971185
Homeric Hymns(-)	2168.7864080172358,3460.4647671897774
Bacchae and Other Plays: Iphigenia among the Taurians;(-)Bacchae; Iphigenia at Aulis; Rhesus	2283.288535620316,3700.942165729847
Lysistrata and Other(-)Plays	2296.6934456786166,3865.1882994297425
Copenhagen	2349.568910807854,3272.90119375283
Narrative of the Life(-)of Frederick Douglass	2315.021204786556,1911.82785241557
The Landmark Herodotus:(-)The Histories	1745.3607072457976,3620.462889694274
Gilgamesh: A New Rendering(-)in English Verse	2125.739467397634,4134.368475789277
Plutarch: Lives of Noble(-)Grecians and Romans	1708.813171683851,3993.030714416238
The Conquest of(-)Gaul	1902.9765073920842,4443.780347214079
The Divine Comedy: Inferno;(-)Purgatorio; Paradiso	2861.9660136056027,3523.728888220391
The Art(-)Of War	3373.5774760434606,4309.832066285972
The Art(-)of War	3344.7562785947134,4371.596794165976
The Dore(-)Bible Illustrations	3378.4516497861105,3867.1958105023214
Dante's Divine Comedy: Hell,(-)Purgatory, Paradise	3054.987820793833,3620.0987214876327
The Cambridge Companion to(-)Dante	2822.9311861192814,3837.1374897269056
Greek Gods and(-)Heroes	1792.3803247471387,3131.7950490120047
The Last(-)Olympian	1645.2576012371208,3146.0772385559303
The Library of Greek(-)Mythology	1976.2324549017685,3302.713149921705
Bulfinch's Greek and Roman Mythology: The(-)Age of Fable	2024.7949412705275,2720.1381048969274
Iliad and Odyssey(-)boxed set	2463.985972303192,3409.631501439134
D'Aulaires' Book of(-)Norse Myths	1383.808701286934,3546.9191903174815
Classic Myths to Read Aloud: The Great Stories of Greek and Roman(-)Mythology, Specially Arranged for Children Five and Up by an Educational Expert	1214.6992954138454,3348.44016996554
Black Ships Before Troy: The(-)Story of 'The Iliad'	1231.5938276800885,3523.159321134354
The Gods and Goddesses(-)of Olympus	1317.2976189667975,3361.061680608247
Greek Myths for Young(-)Children	1192.7933049659803,3275.5698929790397
Discovering Voice: Voice Lessons for(-)Middle and High School	2565.9091567485,1258.231383337989
How Fiction(-)Works	1885.8177280052896,1709.5348379158102
5 Steps to a 5 on the AP:(-)Writing the AP English Essay	2610.2782882220627,1423.1702271107001
Grammar for High School: A(-)Sentence-Composing Approach---A Student Worktext	2678.1279166498734,1067.684868482273
Sentence Composing for High School: A(-)Worktext on Sentence Variety and Maturity	2728.9789477532527,1121.2582483559238
The Art of Fiction: Notes on(-)Craft for Young Writers	2809.859824776801,1458.3844011151741
Bird by Bird: Some Instructions(-)on Writing and Life	2889.7912802344713,1350.0091643339688
On Writing	2909.4805284077197,1221.9528099926258
The Republic Of Plato:(-)Second Edition	3044.839856533083,4345.030523468979
The Social(-)Contract	3139.196552162912,4291.614971213265
Civilization and(-)Its Discontents	2597.9325095495037,4312.684650149107
Grounding for the Metaphysics of Morals: With on a(-)Supposed Right to Lie Because of Philanthropic Concerns	2753.563504965742,4641.707470047733
Kant: Groundwork of the(-)Metaphysics of Morals	2813.20951749932,4516.595105462059
Five Dialogues	2717.9996274538853,4558.214860040243
Capitalism and Freedom: Fortieth(-)Anniversary Edition	3568.1588113222547,3737.977554597101
The General Theory of(-)Employment, Interest and Money	3527.545988140263,4040.8051761299926
Free to Choose: A(-)Personal Statement	3609.8686185911606,3669.0573974403164
Theban Plays	1972.815042601778,3923.1625067245013
The Bhagavad-Gita : Krishna's Counsel in(-)Time of War	2187.641735508332,3913.6217388320265
An Enquiry Concerning(-)Human Understanding	2771.9242052410004,4809.743410285439
Dialogues Concerning Natural Religion: The Posthumous Essays of(-)the Immortality of the Soul and of Suicide	2673.299058658475,4818.013566301016
New Introductory Lectures on(-)Psycho-Analysis:	2381.465589010852,4437.813002644486
Myths from Mesopotamia: Creation, the Flood,(-)Gilgamesh, and Others	1830.5794068185999,4212.367007138441
Purgatory	2787.6197199782187,3964.9292612993163
Inferno	2960.209043446878,4095.3669619970515
The Consolation of Philosophy:(-)Revised Edition	2977.6287377748354,3857.1342820719115
Pseudo Dionysius: The Complete(-)Works	3071.9814053482037,4083.2311880604843
Don Quixote	2718.8068269123346,3481.655776650288
The Decameron(-)	2605.8059193651,3521.0019775935903
Montaigne: Essays	2662.2328828648647,3568.3170976312435
City of(-)God	2728.187924651376,4169.00721660967
Rome and Italy: Books VI-X of the History(-)of Rome from its Foundation	1727.85447111815,4815.613076861246
Makers of Rome: Nine(-)Lives	1706.3393012816446,4525.9060221517675
The Penguin Historical Atlas(-)of Ancient Rome	1965.6842557686984,4368.333294453604
The Jugurthine War / The(-)Conspiracy of Catiline	1694.7059508940201,4632.600861252309
The Civil(-)Wars	1579.5181872338433,4647.155802982584
Euripides III: Hecuba, Andromache, The(-)Trojan Women, Ion	2084.112307336043,4698.526976130163
Euripides II: The Cyclops and Heracles,(-)Iphigenia in Tauris, Helen	2149.8211914757567,4789.437590758582
Euripides IV: Rhesus, The Suppliant Women,(-)Orestes, Iphigenia in Aulis	2245.3314160584882,4594.408214503045
Greek Tragedies, Volume 2(-)The Libation Bearers	2010.8957648687413,3619.9276656345482
As You Like(-)It	3180.02527393095,2779.8610694981357
Cymbeline	3234.7910888960396,2715.1558266537186
The Merry Wives of(-)Windsor	3235.036053991292,2768.5925512509225
The Taming of the(-)Shrew_	3260.8033731113183,1988.5049976934952
King Richard(-)II	3470.0765935970758,2517.145087272948
King Henry(-)V	3448.2203479587392,2602.388928650451
Henry V	3496.6442655949695,2569.046408056237
Ulysses Annotated: Notes for James Joyce's(-)Ulysses [Revised and Expanded Edition]	2905.551178727943,2699.4837497845674
The New Bloomsday Book:(-)A Guide Through Ulysses	2891.4758589066273,2757.2086454555097
Gender Trouble: Feminism and the(-)Subversion of Identity	2985.8755267878496,3148.6076410960445
Black Skin,(-)White Masks	3050.9511877748323,3161.3649930634724
The History of Sexuality,(-)Vol. 1: An Introduction	2995.6114885097077,3222.358800593648
The Beauty Myth: How Images of(-)Beauty Are Used Against Women	4213.597016017854,2941.579989308795
Backlash: The Undeclared War(-)Against American Women	3860.6501664712036,2779.6501621390094
Full Frontal Feminism: A Young Woman's(-)Guide to Why Feminism Matters	4013.3152115624675,2777.451902157866
A Reader's Guide to(-)Finnegans Wake	2673.304322879565,2617.7958395311457
Amsterdam: A(-)Novel	1336.423787029489,2471.338851980355
Enduring Love:(-)A Novel	1387.364601291554,2539.8481068437736
The Innocent:(-)A Novel	1417.9692982794566,2488.583025688086
In the Skin of(-)a Lion	1282.675421698881,2588.2614956415737
Wuthering Heights__(-)	3291.087469712515,1738.1451928731205
Wuthering Heights_(-)	3291.822721247667,1795.822973845777
The Old Curiosity(-)Shop	3651.180939124683,1403.6050848744144
Martin Chuzzlewit(-)	3726.4792343089143,1151.8453890852957
Barnaby Rudge(-)	3768.0017705275927,1231.802851585195
The Mill on the(-)Floss	3862.37727677801,1438.6585652845442
Daniel Deronda(-)	3847.0648773193334,1349.064358076751
The Woman in(-)White	3911.1388608881202,1409.5424624515078
Vanity Fair(-)	3902.504715039671,1358.6037017137612
Eugene Onegin: A Novel(-)in Verse	2383.6986739303197,2359.886353419668
Oblomov	2449.232142882092,2380.821691974745
Writing Fiction: A Guide(-)to Narrative Craft	2727.734792270016,1398.9328597636224
On Becoming(-)a Novelist	2818.203886197334,1493.7193611038035
Aspects of(-)the Novel	2858.0749706678134,1450.5666028856535
Writing Down the Bones:(-)Freeing the Writer Within	2867.631462156393,1316.6860856943554
Traveling Mercies: Some Thoughts(-)on Faith	2933.1726393422596,1335.7277126179247
Grace	2925.810332085285,1385.7917728288357
On Writing Well, 30th Anniversary Edition:(-)The Classic Guide to Writing Nonfiction	3016.7448202816922,1244.3460016483352
Half of a(-)Yellow Sun	1535.5515669298625,2061.2089721945317
Howl and Other(-)Poems	1520.1865333786136,1310.7280932177587
On the(-)Road	1794.4955634355808,1408.3733355795607
The Electric Kool-Aid(-)Acid Test	1750.7572738529007,1485.9860287326792
Leaves of Grass: The(-)Original 1855 Edition	1228.836462990951,1121.915193136275
Junky: The Definitive Text(-)of Junk	1572.994057978319,1379.622771938164
Fear and Loathing in Las Vegas: A Savage(-)Journey to the Heart of the American Dream	1677.2663497301787,1334.7196735524046
Naked Lunch: The(-)Restored Text	1685.5733890365166,1490.7436196436024
Hell's Angels: A Strange(-)and Terrible Saga	1749.676010737026,1527.3153903675545
Self-Reliance and Other(-)Essays	1184.031142518035,1094.594661873035
Walden; Or, Life in(-)the Woods	1221.8396560814767,1068.68473036136
Civil Disobedience and Other(-)Essays	1268.6155042144787,1091.9128613188805
101 Great American(-)Poems	1231.4106863108823,1168.2528155661219
The Essential Writings of(-)Ralph Waldo Emerson	1184.0685936939235,1141.3533534701955
Queer: A(-)Novel	1535.5270265953736,1388.3700677262589
Female Chauvinist Pigs: Women and the(-)Rise of Raunch Culture	4238.61582227325,2848.2185101271084
Feminism Is for Everybody:(-)Passionate Politics	4173.33904929406,2780.598080896688
Getting Off: Pornography and(-)the End of Masculinity	4287.5205091849275,2835.1892944502288
Pornified: How Pornography Is Damaging Our(-)Lives, Our Relationships, and Our Families	4407.633081932062,2874.250597322541
The Body Project: An Intimate(-)History of American Girls	4349.9195308682565,2975.1653015659194
Can't Buy My Love: How Advertising Changes(-)the Way We Think and Feel	4430.495402067679,2971.886493624725
The End of America: Letter of(-)Warning to a Young Patriot	4241.634449527055,2983.729340532733
Leviathan: With Selected Variants from the(-)Latin Edition of 1668	2993.974001604054,4539.447288511313
On Liberty	3005.5400685823233,4458.019343634183
Madness and Civilization: A History of(-)Insanity in the Age of Reason	3016.030202251839,3630.333939518368
Power/Knowledge: Selected Interviews and(-)Other Writings, 1972-1977	2973.430269149467,3595.7005659101587
Imagined Communities: Reflections on the Origin(-)and Spread of Nationalism, New Edition	2961.402345058434,3694.939395150568
The Order of Things: An Archaeology(-)of the Human Sciences	3009.0172539050373,3684.741694887098
Orientalism	2930.2941063949183,3635.180040883214
Home and(-)Exile	2021.4684994826118,2021.6529633177474
God's Bits of(-)Wood	1902.5278644832342,1999.1495473455304
A Tree Grows in(-)Brooklyn	2452.4170111666917,1997.0889399228836
The Soul and Barbed Wire:(-)An Introduction to Solzhenitsyn	3737.3636269490407,2046.2017094988817
Solzhenitsyn: A Soul(-)in Exile	3692.605843039574,1997.521277609109
The Gulag Archipelago 1918-1956,(-)Parts I - II	3362.0020551453163,2225.3946370758918
Kolyma Tales(-)	3656.075744001882,1912.619341064815
The Harvest of Sorrow: Soviet(-)Collectivization and the Terror-Famine	3649.916684474389,1863.4381923487804
Execution by Hunger: The(-)Hidden Holocaust	3598.962902341656,1854.8122281537999
Potemkin: Catherine the Great's(-)Imperial Partner	4135.13615613618,1791.4256747982822
The Whisperers: Private Life(-)in Stalin's Russia	4075.5329572597057,1808.237761293981
Stalin and His Hangmen: The Tyrant(-)and Those Who Killed for Him	4164.536661362941,1834.4607544195098
Sashenka: A(-)Novel	4126.843054617289,1878.0362594814428
Khrushchev's Cold War: The Inside Story(-)of an American Adversary	4102.220715088367,2014.7493495673482
American Prometheus: The Triumph and Tragedy(-)of J. Robert Oppenheimer	4193.674723029325,2003.290357866736
Truman	4173.883223300963,1955.9860260500989
One Hell of a Gamble: Khrushchev, Castro, and Kennedy, 1958-1964:(-)The Secret History of the Cuban Missile Crisis	4156.744449285187,2038.859672517285
The Fatal(-)Eggs	3109.8943726925536,2137.4854471625085
Red Cavalry	3037.6513504696186,2143.669060967457
A Dead Man's Memoir:(-)A Theatrical Novel	3107.0418813054207,2198.8114758343195
Ilf and Petrov's American Road Trip: The(-)1935 Travelogue of Two Soviet Writers	3499.408797645106,2264.8725749633577
The Life and Extraordinary Adventures of(-)Private Ivan Chonkin	3519.531321770439,2352.235576519461
Twelve Chairs	3460.9822365685477,2342.1557203286784
Envy	3542.197927136654,2307.7336734742667
Within the(-)Whirlwind	3451.922511264078,1945.1988271888704
Survival In(-)Auschwitz	3507.720270957669,2016.6554710452633
The Soviet Experiment: Russia, The USSR,(-)and the Successor States	3513.537774623646,1950.7881093173714
Utopia	3015.3490741213027,3502.638412894432
The History of the(-)Kings of Britain	3235.5480195256055,3212.9321950049834
Ecclesiastical History of the(-)English People	3266.502866745981,3325.1517990401207
Rule of Saint Benedict(-)in English	3231.0029562714976,3366.8988638596215
The Once and(-)Future King	3147.6934484588546,3062.784496315384
Idylls of the(-)King	3172.851498313256,3120.166288977989
The Virtue of(-)Selfishness	3589.5950395695168,2757.5329977146257
We the(-)Living	3577.7669543946367,2841.263610680443
Anthem	3642.641305438061,2773.351959198686
Capitalism: The(-)Unknown Ideal	3643.4764215320033,2826.0685861000165
The Anti-Federalist Papers and the(-)Constitutional Convention Debates	3958.247751665597,3260.9551698477485
The Obama Nation: Leftist Politics and(-)the Cult of Personality	3500.3306797884284,3343.3941535571194
Real Change: From the World That(-)Fails to the World That Works	3550.073172420012,3371.2409496035743
The Case Against Barack Obama: The Unlikely Rise(-)and Unexamined Agenda of the Media's Favorite Candidate	3582.8346376677223,3330.0052446797854
Culture Warrior	3457.8885295519917,3177.5996016164386
Basic Economics 3rd Ed: A Common(-)Sense Guide to the Economy	3794.594158346533,3307.2595723162553
Climate Confusion: How Global Warming Hysteria Leads to Bad Science,(-)Pandering Politicians and Misguided Policies that Hurt the Poor	3844.702345940406,3306.0315186201797
Ever Wonder Why? And(-)Other Controversial Essays	3853.986928824453,3253.142928508323
American Progressivism:(-)A Reader	3804.977907119873,2962.377543503898
The Psychedelic Experience: A Manual Based on the(-)Tibetan Book of the Dead	2005.7218617117326,1693.1463901600703
DMT: The Spirit Molecule: A Doctor's Revolutionary Research(-)into the Biology of Near-Death and Mystical Experiences	1952.7191373005835,1630.7473068738082
Your Brain(-)Is God	2011.594243075211,1608.6439534553926
Huxley and(-)God: Essays	2172.998068962285,1820.4995047032687
Moksha: Aldous Huxley's Classic Writings on(-)Psychedelics and the Visionary Experience	2162.2812422592415,1754.0114373046463
The Picture of Dorian(-)Gray - Oscar Wilde	2666.7668953584657,1677.9532762006327
The Essential(-)Aeneid	1906.047108648485,3798.6480342684404
Oresteia	1852.6131866921212,3905.4526174328093
Ten Plays(-)by Euripides	1935.0882745267404,3852.0011905496212
The Dhammapada(-)	2525.4622179247,3744.946628374417
The Koran(-)	2382.6178920654716,3864.2397620598986
